id.coral	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	kinase.group	kinase.family	kinase.subfamily	branch.coords	branch.val	branch.group	branch.col	node.x	node.y	node.group	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.font	text.size	text.label	ode.opacity	node.selected	nodeorder	branchorder
DUSP23	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c9.095,6.104,14.85,10.286,19.428,14.854c0.035,0.091,0.073,0.175,0.106,0.272c0.914,2.63,0.658,7.045,0.068,9.789c-1.528,7.123-6.328,10.5-10.104,16.184c-2.672,4.018-3.881,8.654-3.68,12.91c0.035,0.694,0.684,0.993,1.179,0.748c0.239-0.113,0.417-0.35,0.457-0.613c0.009-0.055,0.006-0.109,0.009-0.164c-0.182-3.857,0.939-8.109,3.245-11.622c4.515-6.866,10.981-10.335,11.492-21.955c0.042-0.95,0.038-1.804-0.004-2.577c-0.15-2.746-0.441-5.486-1.774-6.778c-1.978-1.884-4.189-3.778-6.77-5.766c-13.149-10.125-28.648-17.508-37.206-31.706c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	343.363	501.697.	.	.	.	.	.	.	.	331.6802	504.169	.	.	.	.	.	.	.
CDC14A	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c0.425,0.285,0.832,0.56,1.242,0.837c1.352,8.755-1.489,18.288-6.195,25.79c-5.812,9.294-13.251,15.49-14.955,27.364c-0.519,3.617-0.42,7.326,0.228,10.943c0.015,0.084,0.03,0.168,0.062,0.248c0.183,0.463,0.765,0.674,1.211,0.383c0.222-0.142,0.368-0.402,0.374-0.668c0.003-0.119-0.072-0.502-0.094-0.635c-1.107-6.725-0.161-13.208,2.696-18.893c3.717-7.381,10.615-13.678,14.863-21.944c3.218-6.278,5.166-13.582,4.734-20.599c-0.013-0.215-0.021-0.43-0.039-0.645c-0.045-0.542-0.286-2.708-0.455-3.19c-0.334-0.907-0.863-1.404-1.403-1.771c-9.894-6.727-19.66-13.418-25.824-23.644c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	318.311	512.338.	.	.	.	.	.	.	.	306.2962	515.6512	.	.	.	.	.	.	.
CDC14B	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c6.533,11.311,17.37,18.642,27.256,25.266c0.425,0.285,0.832,0.56,1.242,0.837c1.352,8.755-1.489,18.288-6.195,25.79c-2.791,4.462-5.952,8.213-8.678,12.219c-0.352,0.454-1.227,1.858-1.276,1.939c-13.192,3.076-11.096,13.202-19.639,17.272c-0.081,0.04-0.168,0.077-0.243,0.135c-0.405,0.298-0.453,0.914-0.062,1.267c0.196,0.179,0.484,0.255,0.742,0.193c0.054-0.015,0.105-0.036,0.157-0.055c8.931-4.155,7.197-13.34,17.729-16.535c0.642-0.195,1.332-0.332,2.061-0.518c0.51-0.129,0.673-0.565,1.764-2.17c0-0.001-0.001-0.001-0.002-0.002c3.747-5.409,8.57-10.598,11.832-16.947c3.218-6.278,5.166-13.582,4.734-20.599c-0.013-0.215-0.021-0.43-0.039-0.645c-0.045-0.542-0.286-2.708-0.455-3.19c-0.334-0.907-0.863-1.404-1.403-1.771c-9.894-6.727-19.66-13.418-25.824-23.644c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	293.666	501.659.	.	.	.	.	.	.	.	269.7143	505.0339	.	.	.	.	.	.	.
PTPMT1	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.915,10.015,0.784,20.171,5.713,28.693c3.397,5.881,7.959,10.682,12.944,14.87c0.922,0.774,3.079,2.321,4.221,1.938c0.162-0.054,0.22-0.099,0.374-0.201c0.592-0.463,1.256-0.859,1.958-1.206c2.364-1.171,5.224-1.732,7.758-1.922c7.016-0.514,11.406,2.203,17.31,3.917c7.092,2.053,14.124,1.54,20.386-1.048c0.112-0.047,0.226-0.088,0.326-0.153c0.773-0.527,0.219-1.783-0.781-1.438c-6.578,2.657-13.07,2.88-19.546,0.832c-3.628-1.133-7.197-2.863-10.986-3.738c-5.155-1.199-12.062-0.694-16.599,1.891c-5.311-4.244-10.092-8.977-13.661-14.899c-7.677-12.754-7.024-29.259-1.778-43.052c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	380.583	424.975.	.	.	.	.	.	.	.	376.3406	428.2038	.	.	.	.	.	.	.
DUSP19	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.315,3.446-0.312,6.908,0.017,10.315c0,0,0.001,0,0.001,0c0.306,2.006,0.357,2.636,1.692,3.158c0.864,0.201,3.428,0.403,5.731,0.23c12.979-1.011,21.611-11.525,31.548-19.06c5.46-4.151,8.188-5.136,13.303-6.84c5.713-1.91,11.411-3.725,14.96-9.343c0.05-0.078,0.102-0.159,0.135-0.248c0.15-0.402-0.04-0.892-0.483-1.057c-0.299-0.112-0.662-0.028-0.882,0.204c-0.038,0.04-0.068,0.088-0.102,0.131c-4.964,7.911-14.613,7.547-22.578,11.857c-13.489,7.266-23.516,22.689-39.371,21.392c-0.944-8.801,0.531-18.01,3.667-26.254c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	372.824	355.474.	.	.	.	.	.	.	.	359.7251	358.6917	.	.	.	.	.	.	.
DUSP12	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.315,3.446-0.312,6.908,0.017,10.315c0,0,0.001,0,0.001,0c0.306,2.006,0.357,2.636,1.692,3.158c0.864,0.201,3.428,0.403,5.731,0.23c7.028-0.547,12.778-3.888,18.154-8.027c0.006,0.009,0.013,0.018,0.019,0.027c0.652-0.498,1.303-1.005,1.95-1.53c0.37,0.145,1.849,0.532,3.085,0.715c11.285,1.71,20.877-6.333,30.288-10.421c4.049-1.756,9.223-2.963,13.539-2.657c0.124,0.007,0.247,0.026,0.373,0.011c0.421-0.047,0.775-0.442,0.719-0.913c-0.038-0.318-0.278-0.602-0.585-0.69c-0.053-0.018-0.109-0.022-0.163-0.033c-2.062-0.19-4.359-0.008-6.451,0.339c-4.883,0.811-8.468,2.341-12.715,4.471c-8.631,4.464-16.942,9.343-25.756,7.19c-1.249-0.305-2.131-0.649-2.131-0.649s-0.284-0.133-0.68-0.073c-0.193,0.033-0.235,0.066-0.411,0.142c-0.377,0.258-1.325,1.026-2.658,2.008c0.004,0.005,0.007,0.01,0.011,0.014c-6.021,4.415-12.351,7.74-20.059,7.109c-0.944-8.801,0.531-18.01,3.667-26.254c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	386.015	377.589.	.	.	.	.	.	.	.	381.1184	378.9768	.	.	.	.	.	.	.
DUSP26	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.347,3.794-0.316,7.607,0.121,11.345c-0.769,0.768-3.082,3.114-4.317,4.416c-4.284,4.517-8.144,9.235-10.569,14.961c-3.786,8.924-2.423,18.015-7.607,25.32c-5.905,8.351-18.185,9.221-24.339,18.528c-8.062,12.176-10.397,25.884-25.589,31.23c-0.096,0.036-0.196,0.066-0.285,0.117c-0.81,0.492-0.323,1.758,0.688,1.486c15.854-5.326,18.937-20.017,26.985-31.613c6.044-8.69,18.537-9.123,25.042-18.52c5.441-7.848,4.29-16.89,7.85-25.174c2.798-6.504,7.812-11.79,12.782-16.727c0.821-0.815,1.64-1.622,2.448-2.422c1.086-1.069,0.679-2.072,0.601-3.744c-0.624-8.33,0.873-16.954,3.826-24.719c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	222.456	494.384.	.	.	.	.	.	.	.	198.2817	496.9529	.	.	.	.	.	.	.
DUSP13	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.347,3.794-0.316,7.607,0.121,11.345c-0.769,0.768-3.082,3.114-4.317,4.416c-4.284,4.517-8.144,9.235-10.569,14.961c-3.786,8.924-2.423,18.015-7.607,25.32c-5.905,8.351-18.185,9.221-24.339,18.528c-2.403,3.629-4.297,7.394-6.175,11.033c-0.199,0.299-0.427,0.655-0.375,0.577c-0.387,0.751-2.334,1.011-3.159,1.19c-3.693,0.815-7.644,0.987-9.68,1.256c-3.539,0.46-5.488,1.443-8.744,3.898c-3.672,2.767-5.353,4.224-9.331,4.643c-1.486,0.161-2.983,0.161-4.459,0.223c-0.055,0.007-0.111,0.011-0.164,0.022c-0.311,0.077-0.563,0.35-0.615,0.668c-0.08,0.466,0.262,0.878,0.678,0.942c0.099,0.02,0.4,0.003,0.503,0c3.028-0.104,5.923-0.058,8.696-1.351c3.785-1.756,6.539-4.995,10.162-6.424c2.184-0.86,4.64-0.881,7.227-1.11c2.499-0.222,5.658-0.597,8.094-1.245c1.849-0.495,2.33-1.161,2.845-2.326c1.97-3.648,3.917-7.348,6.297-10.777c6.044-8.69,18.537-9.123,25.042-18.52c5.441-7.848,4.29-16.89,7.85-25.174c2.798-6.504,7.812-11.79,12.782-16.727c0.821-0.815,1.64-1.622,2.448-2.422c1.086-1.069,0.678-2.072,0.601-3.744c-0.624-8.33,0.873-16.954,3.826-24.719c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	205.84	483.411.	.	.	.	.	.	.	.	181.3717	486.0548	.	.	.	.	.	.	.
DUPD1	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.347,3.794-0.316,7.607,0.121,11.345c-0.769,0.768-3.082,3.114-4.317,4.416c-4.284,4.517-8.144,9.235-10.569,14.961c-3.786,8.924-2.423,18.015-7.607,25.32c-5.905,8.351-18.185,9.221-24.339,18.528c-2.403,3.629-4.297,7.394-6.175,11.033c-0.199,0.299-0.427,0.655-0.375,0.577c-0.387,0.751-2.334,1.011-3.159,1.19c-2.213,0.488-4.511,0.744-6.443,0.93c-2.68,0.067-4.815-2.219-9.595-2.824c-5.199-0.654-9.895,1.698-15.486,1.358c-0.627-0.038-1.031,0.555-0.845,1.088c0.087,0.252,0.303,0.456,0.56,0.526c0.257,0.071,1.637,0.071,1.912,0.066c4.769-0.096,8.827-1.716,12.852-1.413c2.54,0.191,4.367,1.005,6.014,1.745c2.158,0.97,3.35,1.461,5.507,1.272c2.466-0.224,5.517-0.595,7.888-1.225c1.849-0.495,2.33-1.161,2.845-2.326c1.97-3.648,3.917-7.348,6.297-10.777c6.044-8.69,18.537-9.123,25.042-18.52c5.441-7.848,4.29-16.89,7.85-25.174c2.798-6.504,7.812-11.79,12.782-16.727c0.821-0.815,1.64-1.622,2.448-2.422c1.086-1.069,0.678-2.072,0.601-3.744c-0.624-8.33,0.873-16.954,3.826-24.719c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	206.473	471.808.	.	.	.	.	.	.	.	187.0248	473.6403	.	.	.	.	.	.	.
DUSP3	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.347,3.794-0.316,7.607,0.121,11.345c-0.769,0.768-3.082,3.114-4.317,4.416c-4.284,4.517-8.144,9.235-10.569,14.961c-3.786,8.924-2.423,18.015-7.607,25.32c-3.344,4.729-8.73,7.06-13.892,9.881c0.001,0.007-3.025,2.32-4.278,3.869c-0.847,1.048-1.677,2.356-2.425,3.705c-0.713,1.286-1.351,2.609-1.852,3.782c-5.174,12.07-0.376,17.348-6.17,28.733c-1.01,1.987-2.282,3.942-3.812,5.614c-0.033,0.044-0.07,0.088-0.099,0.135c-0.136,0.226-0.15,0.522-0.039,0.763c0.219,0.479,0.867,0.681,1.353,0.208c1.74-1.87,3.568-4.591,5.006-7.921c3.899-9.01,1.908-14.39,3.802-21.543c1.278-4.837,4.005-9.753,6.071-12.144c1.699-1.975,5.278-3.89,5.277-3.892c4.968-2.513,10.106-4.976,13.56-9.964c5.441-7.848,4.29-16.89,7.85-25.174c2.798-6.504,7.812-11.79,12.782-16.727c0.821-0.815,1.64-1.622,2.448-2.422c1.086-1.069,0.678-2.072,0.601-3.744c-0.624-8.33,0.873-16.954,3.826-24.719c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	243.241	504.03.	.	.	.	.	.	.	.	222.3855	506.5616	.	.	.	.	.	.	.
DUSP27	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.347,3.794-0.316,7.607,0.121,11.345c-0.769,0.768-3.082,3.114-4.317,4.416c-4.284,4.517-8.144,9.235-10.569,14.961c-3.786,8.924-2.423,18.015-7.607,25.32c-1.22,1.725-2.716,3.126-4.369,4.353c-0.246,0.184-1.228,0.906-1.267,0.933c-0.324,0.249-0.358,0.317-0.502,0.628c-0.448,1.199-0.876,2.329-1.286,3.413c-2.516,6.646-4.291,11.356-4.942,16.856c-1.149,9.727,1.882,20.153-1.868,29.31c-1.117,2.727-2.802,5.209-4.754,7.42c-0.032,0.044-0.069,0.088-0.097,0.135c-0.226,0.391-0.083,0.915,0.302,1.121c0.276,0.161,0.648,0.139,0.904-0.055c0.094-0.069,0.272-0.281,0.351-0.372c6.988-8.01,7.271-15.4,6.977-25.959c-0.195-7.076-0.291-11.17,1.814-17.871c1.325-4.225,3.07-8.071,4.828-12.646c2.414-1.58,4.636-3.474,6.412-6.039c5.441-7.848,4.29-16.89,7.85-25.174c2.798-6.504,7.812-11.79,12.782-16.727c0.821-0.815,1.64-1.622,2.448-2.422c1.086-1.069,0.678-2.072,0.601-3.744c-0.624-8.33,0.873-16.954,3.826-24.719c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	256.589	510.992.	.	.	.	.	.	.	.	234.9081	514.4296	.	.	.	.	.	.	.
DUSP15	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.135,1.481-0.206,2.965-0.225,4.446c-2.082-4.359-1.92-9.565-4.106-14.363c-1.909-4.188-5-8.005-7.718-11.369c-5.946-7.222-8.25-11.022-9.333-16.674c-0.221-1.155-0.409-2.519-0.527-3.66c-0.696-7.125-0.365-8.164-1.217-10.641c-1.982-5.759-7.649-7.262-7.027-16.619c-0.002-0.055,0.001-0.111-0.007-0.166c-0.062-0.445-0.479-0.763-0.928-0.7c-0.316,0.044-0.595,0.29-0.679,0.599c-0.015,0.053-0.018,0.109-0.027,0.164c-0.589,9.152,4.207,11.588,6.375,15.912c1.259,2.512,1.107,4.849,1.205,7.673c0.012,0.35,0.062,1.47,0.118,2.572c0.072,1.408,0.124,2.423,0.308,3.828c0.976,7.591,3.722,11.794,9.281,18.929c2.479,3.181,5.406,6.755,7.329,10.848c2.721,5.801,1.647,13.04,6.463,18.604c2.046,2.359,4.617,1.797,4.423-2.41c-0.23-7.629,1.24-15.416,3.931-22.491c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	272.223	307.613.	.	.	.	.	.	.	.	267.057	310.4733	.	.	.	.	.	.	.
DUSP2	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.299,3.275-0.318,6.564-0.036,9.808c0.003,0.041,0.004,0.082,0.007,0.123c-53.879-7.938-56.873-27.424-82.255-39.144c-14.077-6.496-27.46-3.394-41.028-6.468c-18.541-4.199-32.481-21.396-52.395-25.145c-0.688-0.129-1.127,0.433-1.009,0.971c0.056,0.258,0.246,0.487,0.492,0.587c0.051,0.021,0.106,0.032,0.159,0.047c14.203,2.707,24.79,12.198,37.116,19.299c9.637,5.552,15.788,7.207,26.012,8.089c7.101,0.613,14.678,0.676,21.699,2.398c17.779,4.356,30.242,21.008,47.997,30.133c11.044,5.674,23.98,9.38,36.078,11.656c0.973,0.184,5.141,0.921,7.611,1.286c0.875,0.129,1.542,0.213,1.77,0.208c0.958-0.035,1.787-0.771,1.725-2.042c-0.014-0.113-0.17-3.138-0.208-3.67c-0.427-7.999,1.074-16.219,3.901-23.655c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	118.743	323.445.	.	.	.	.	.	.	.	97.6823	325.7376	.	.	.	.	.	.	.
DUSP4	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.299,3.275-0.318,6.564-0.036,9.808c0.003,0.041,0.004,0.082,0.007,0.123c-53.879-7.938-56.873-27.424-82.255-39.144c-14.077-6.496-27.46-3.394-41.028-6.468c-4.571-1.035-8.861-2.862-13.031-5.081c0.001-0.002-0.953-0.514-1.43-0.778c-0.722-0.402-1.107-2.543-2.087-4.639c-5.359-11.474-16.216-12.815-21.985-20.427c-1.011-1.335-2.099-3.294-2.174-4.834c-0.005-0.107,0-0.214-0.021-0.318c-0.053-0.26-0.243-0.488-0.487-0.591c-0.497-0.21-1.026,0.115-1.124,0.594c-0.011,0.054-0.011,0.11-0.017,0.165c0.001,2.008,1.286,4.374,2.499,5.984c6.288,8.347,18.166,9.622,22.357,22.31c0.155,0.47,0.303,0.95,0.436,1.452c0.203,0.766,0.279,1.253,0.967,1.651c9.801,5.711,15.942,7.453,26.473,8.361c7.101,0.613,14.678,0.676,21.699,2.398c17.779,4.356,30.242,21.008,47.997,30.133c11.044,5.674,23.98,9.38,36.078,11.656c0.973,0.184,5.141,0.921,7.611,1.286c0.875,0.129,1.542,0.213,1.77,0.208c0.958-0.035,1.787-0.771,1.725-2.042c-0.014-0.113-0.17-3.138-0.208-3.67c-0.427-7.999,1.074-16.219,3.901-23.655c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	136.59	305.042.	.	.	.	.	.	.	.	115.3066	308.3672	.	.	.	.	.	.	.
DUSP1	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.299,3.275-0.318,6.564-0.036,9.808c0.003,0.041,0.004,0.082,0.007,0.123c-53.879-7.938-56.873-27.424-82.255-39.144c-14.077-6.496-27.46-3.394-41.028-6.468c-4.571-1.035-8.861-2.862-13.031-5.081c0.001-0.002-0.953-0.514-1.43-0.778c-0.722-0.402-1.107-2.543-2.087-4.639c-2.084-4.463-5.004-7.383-8.129-9.745c0-0.001,0.001-0.002,0.002-0.004c-0.134-0.101-0.614-0.46-0.718-0.535c-0.102-5.955-2.03-7.924-6.234-12.091c-1.482-1.469-1.653-3.321-1.665-5.522c-0.001-0.126,0.01-0.255-0.017-0.388c-0.101-0.494-0.64-0.797-1.125-0.592c-0.244,0.103-0.433,0.332-0.486,0.592c-0.011,0.054-0.011,0.11-0.017,0.165c-0.004,5.975,1.609,6.149,4.527,9.354c2.332,2.562,3.07,4.433,3.239,7.248c0.029,0.486,0.047,0.992,0.047,1.544c0,0.396,0.027,0.591,0.365,0.874c0.016,0.011,0.258,0.185,0.311,0.228c3.722,2.749,7.09,6.129,8.948,11.753c0.155,0.47,0.303,0.95,0.436,1.452c0.203,0.766,0.279,1.253,0.967,1.651c9.801,5.711,15.942,7.453,26.473,8.361c7.101,0.613,14.678,0.676,21.699,2.398c17.779,4.356,30.242,21.008,47.997,30.133c11.044,5.674,23.98,9.38,36.078,11.656c0.973,0.184,5.141,0.921,7.611,1.286c0.875,0.129,1.542,0.213,1.77,0.208c0.958-0.035,1.787-0.771,1.725-2.042c-0.014-0.113-0.17-3.138-0.208-3.67c-0.427-7.999,1.074-16.219,3.901-23.655c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	145.485	302.399.	.	.	.	.	.	.	.	143.4665	302.9308	.	.	.	.	.	.	.
DUSP5	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.299,3.275-0.318,6.564-0.036,9.808c0.003,0.041,0.004,0.082,0.007,0.123c-53.879-7.938-56.873-27.424-82.255-39.144c-12.24-5.648-23.956-4.044-35.724-5.549c0,0-2.587-0.461-4.585,0.069c-1.832,0.486-0.902,0.339-3.193,0.673c-4.639,0.676-8.247,1.147-12.681-0.225c-8.21-2.539-14.693-7.778-24.247-5.889c-0.327,0.065-2.212,0.497-2.493,0.644c-0.446,0.231-0.592,0.833-0.261,1.243c0.166,0.206,0.438,0.326,0.703,0.306c0.055-0.004,0.109-0.019,0.164-0.029c7.179-2.037,11.595-0.423,18.57,2.64c8.556,3.759,10.866,4.54,20.092,3.343c0.943-0.122,1.89-0.214,2.813-0.448c1.283-0.326,1.608-0.522,3.212-0.251c2.146,0.363,4.431,0.635,6.978,0.854c7.101,0.613,14.678,0.676,21.699,2.398c17.779,4.356,30.242,21.008,47.997,30.133c11.044,5.674,23.98,9.38,36.078,11.656c0.973,0.184,5.141,0.921,7.611,1.286c0.875,0.129,1.542,0.213,1.77,0.208c0.958-0.035,1.787-0.771,1.725-2.042c-0.014-0.113-0.17-3.138-0.208-3.67c-0.427-7.999,1.074-16.219,3.901-23.655c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	129.834	349.044.	.	.	.	.	.	.	.	109.7651	350.0459	.	.	.	.	.	.	.
DUSP10	.	.	.	.	.	.	.	.	"M389.18,303.177c-0.476-0.851-1.483-1.345-2.49-1.132c-0.204,0.043-0.249,0.07-0.444,0.143c-26.953,11.802-57.065,27.97-72.963,52.914c-5.904,9.262-9.571,19.353-10.565,30.247c-0.299,3.275-0.318,6.564-0.036,9.808c0.003,0.041,0.004,0.082,0.007,0.123c-21.775-3.208-35.237-8.303-45.226-14.008c-0.866-0.5-3.203-1.93-3.283-1.97c-1.991-1.003-3.88-1.239-9.534-0.878c-12.736,0.824-18.576,7.67-31.345,6.849c-5.838-0.377-11.173-1.908-23.232-2.435c-10.588-0.515-20.123,0.031-27.545,1.153c-14.664,2.227-19.08,6.263-41.334,2.916c-0.056,0-0.111-0.011-0.166-0.007c-0.265,0.015-0.52,0.168-0.658,0.394c-0.269,0.435-0.066,1.02,0.418,1.197c0.052,0.022,0.107,0.029,0.161,0.044c23.96,3.639,28.873-1.213,44.064-2.829c13.036-1.428,27.691-0.731,39.98,1.248c11.679,1.856,14.994,1.83,25.956-2.084c5.054-1.805,8.732-3.17,14.383-3.409c8.53-0.356,5.478,0.128,14.153,4.586c11.044,5.674,23.98,9.38,36.078,11.656c0.973,0.184,5.141,0.921,7.611,1.286c0.875,0.129,1.542,0.213,1.77,0.208c0.958-0.035,1.787-0.771,1.725-2.042c-0.014-0.113-0.17-3.138-0.208-3.67c-0.427-7.999,1.074-16.219,3.901-23.655c11.899-31.286,47.185-50.13,77.644-63.369C389.424,305.854,389.817,304.324,389.18,303.177z"	.	.	.	112.851	385.126.	.	.	.	.	.	.	.	87.4842	387.5118	.	.	.	.	.	.	.
